Student_ID,Age,Gender,Lifestyle_Habits,Day,Sleep_Hours,Stress_Level,Study_Hours,Screen_Time_Post_10PM,Physical_Activity_Minutes,Mood_Score,Sleep_Debt,Stress_Per_Study_Hour,Burnout_Risk_Score,Overall_Wellbeing_Score,Sleep_Quality_Score,Mental_Fatigue_Score
S00785_D003,25,Male,Smoker,3,7.406760365501286,4,3.08993357612424,3.093718112092918,44,8.077219047153797,1.3215912765077635,1.29,-2.76,10.84,7.05,-0.42
S00785_D007,25,Male,Smoker,7,5.0371085891294225,5,2.0942512451974657,2.7768422988450254,42,6.44446636107137,1.7402370665340179,2.39,0.3,6.14,4.92,1.93
S00785_D014,25,Male,Smoker,14,6.918597471887184,7,4.816533833949517,3.3979207672708176,53,4.692273483420588,2.1982883438641947,1.45,4.51,0.18,6.56,4.91
S00785_D021,25,Male,Smoker,21,5.8320664054739035,7,5.353091045660845,1.6351399364376267,59,1.4001352818109192,3.586332882608783,1.31,9.19,-7.79,5.55,8.89
S00785_D030,25,Male,Smoker,30,6.378913995028353,5,5.262525914465732,2.5049613126029247,38,2.749182293523092,2.419717753102314,0.95,4.67,-1.92,6.15,5.96
S00785_D045,25,Male,Smoker,45,6.159179861870549,8,5.409237192067417,2.6157964356395933,58,6.775162429827495,2.804499872590349,1.48,4.03,2.75,5.85,3.63
S00785_D090,25,Male,Smoker,90,7.034777188567879,7,3.7966645958152947,3.491676117429107,51,5.905857366881465,1.5962589293537817,1.84,2.69,3.22,6.68,3.39
S00785_D182,25,Male,Smoker,182,6.064844558494389,6,4.187231513040843,4.056412705852264,69,4.952179488766117,3.7224962117218516,1.43,4.77,0.18,5.71,4.91
S00785_D365,25,Male,Smoker,365,7.341109160410547,5,4.166980133663603,2.19118619134254,19,4.1951800291995935,2.1227000255101984,1.2,2.93,1.27,7.11,4.37
S00786_D003,25,Female,Yoga Enthusiast,3,6.850768942131967,4,3.029837784376569,1.4732242425815716,62,6.593076382829808,2.21252949664421,1.32,-0.38,6.97,6.46,1.51
S00786_D007,25,Female,Yoga Enthusiast,7,4.077009336626841,5,5.807046597476832,2.8998194049681247,60,6.386185053199572,1.3447457398999767,0.86,-0.04,6.43,3.97,1.79
S00786_D014,25,Female,Yoga Enthusiast,14,7.3255131613815765,4,3.7361642880084234,1.1496080211808821,68,4.386883067193441,2.4683243176236163,1.07,2.08,2.31,6.85,3.85
S00786_D021,25,Female,Yoga Enthusiast,21,7.711358360962505,9,5.189257677144136,1.5294625305899991,56,7.086449270699375,1.2176108062769149,1.73,3.13,3.96,7.26,3.02
S00786_D030,25,Female,Yoga Enthusiast,30,5.350977561982077,9,7.393395965440506,1.6731231796245634,58,5.003024741971866,2.72303440607243,1.22,6.72,-1.72,5.13,5.86
S00786_D045,25,Female,Yoga Enthusiast,45,6.646236283497807,5,4.096382068615116,3.425266798549356,60,5.327998203525262,1.9973468471513323,1.22,1.67,3.66,6.28,3.17
S00786_D090,25,Female,Yoga Enthusiast,90,6.979269922913991,1,5.279434837460376,1.8631570031210711,24,4.166744251113483,1.8178580167865057,0.19,-1.35,5.52,6.76,2.24
S00786_D182,25,Female,Yoga Enthusiast,182,5.1128889983215595,10,2.498467127042389,2.5246316811040233,36,4.963210719395582,2.344957504493268,4.0,7.38,-2.42,5.02,6.21
S00786_D365,25,Female,Yoga Enthusiast,365,7.9184275745230295,9,6.21422892461357,2.0749896210194176,23,6.1168571020281375,3.2230897488821735,1.45,6.11,0.01,7.61,5.0
S00787_D003,19,Male,Occasional Drinker,3,6.373401454036017,5,5.655704696277153,3.5954120021935845,54,5.415265043192404,1.4696701461619057,0.88,1.05,4.37,6.07,2.82
S00787_D007,19,Male,Occasional Drinker,7,6.540236941103133,5,3.6227557117148237,3.7477522731417494,46,7.593323552278955,1.5975890008270288,1.38,-1.0,8.59,6.26,0.7
S00787_D014,19,Male,Occasional Drinker,14,7.398693751356796,6,2.293067898548531,2.7768436943536665,61,5.312478351392404,1.7194200510274134,2.62,2.41,2.9,6.95,3.55
S00787_D021,19,Male,Occasional Drinker,21,5.617402306051342,7,5.300986456154097,2.578474465486298,13,6.5508758869430075,2.252984385301043,1.32,2.7,3.85,5.59,3.07
S00787_D030,19,Male,Occasional Drinker,30,7.46729377600411,6,4.438459649194096,2.337457223829261,61,5.849004522323865,2.2747805432191153,1.35,2.43,3.42,7.02,3.29
S00787_D045,19,Male,Occasional Drinker,45,6.918891287904218,7,5.289908300256699,4.296681329618188,76,3.2105452395492655,2.981884410657256,1.32,6.77,-3.56,6.45,6.78
S00787_D090,19,Male,Occasional Drinker,90,4.419784673578208,6,3.949237346401471,1.833061161178361,23,2.1239178887710106,2.4052798267274067,1.52,6.28,-4.16,4.46,7.08
S00787_D182,19,Male,Occasional Drinker,182,4.328284173815934,6,0.5,1.8859323653062483,64,2.3261563424339977,2.3593887879766045,12.0,6.03,-3.7,4.18,6.85
S00787_D365,19,Male,Occasional Drinker,365,7.358940311506654,10,2.5594952704911016,2.984027820622546,51,3.023465859107609,3.0369361638835515,3.91,10.01,-6.99,6.97,8.49
S00788_D003,18,Female,Occasional Drinker,3,7.287623890383656,5,3.8728606460406914,1.9618869470882014,36,5.351935848820736,1.5785256225799014,1.29,1.23,4.12,6.98,2.94
S00788_D007,18,Female,Occasional Drinker,7,4.612513919548738,4,4.958352230550619,2.3372421580632916,36,6.223876921654105,2.0435440608713518,0.81,-0.18,6.4,4.57,1.8
S00788_D014,18,Female,Occasional Drinker,14,5.4278059934970955,6,2.8079321892426288,1.8033274579624048,70,7.349553687237957,1.4735059999304165,2.14,0.12,7.23,5.14,1.39
S00788_D021,18,Female,Occasional Drinker,21,4.282911794837551,2,5.9873253799051565,1.714719724512746,61,4.703059718021808,3.000940344117034,0.33,0.3,4.4,4.15,2.8
S00788_D030,18,Female,Occasional Drinker,30,6.018343749437544,7,7.392949385712137,2.0685638732905884,11,4.344856467836649,2.667291652162161,0.95,5.32,-0.98,5.96,5.49
S00788_D045,18,Female,Occasional Drinker,45,4.830938859183842,7,4.212944274945492,2.511700524317523,54,2.452978954714228,2.5567696363605417,1.66,7.1,-4.65,4.68,7.32
S00788_D090,18,Female,Occasional Drinker,90,5.355488646445433,7,1.528982649629976,2.5423856237300817,11,2.9781009538371297,2.365319239530282,4.58,6.39,-3.41,5.36,6.71
S00788_D182,18,Female,Occasional Drinker,182,6.833255046697136,8,3.3810361831086335,1.7082380496706613,51,2.0672847080526475,2.339805449363997,2.37,8.27,-6.2,6.49,8.1
S00788_D365,18,Female,Occasional Drinker,365,6.719497848318574,5,2.544470957271156,4.077843015400558,42,5.50298755511052,2.1292388040505252,1.97,1.63,3.87,6.44,3.06
S00789_D003,23,Other,Sedentary,3,7.247241420422157,5,2.6392967598196932,2.756616452399983,45,8.561488147653414,1.540960711970489,1.89,-2.02,10.58,6.9,-0.29
S00789_D007,23,Other,Sedentary,7,3.9689215029816003,6,5.499591434503057,1.3299254249971189,49,7.527836663568807,2.2103763687953424,1.09,0.68,6.85,3.93,1.58
S00789_D014,23,Other,Sedentary,14,7.041196759788333,6,5.787690556291327,1.65713636479189,54,5.632363348869568,3.0700116490887597,1.04,3.44,2.19,6.67,3.9
S00789_D021,23,Other,Sedentary,21,6.8330169153398765,6,4.558766438622761,3.661339970330026,48,5.638538984012618,2.3307184875617257,1.32,2.69,2.95,6.51,3.53
S00789_D030,23,Other,Sedentary,30,6.301890754826484,4,5.387515338710128,3.568461964607688,40,5.55862529048459,2.067307792259256,0.74,0.51,5.05,6.07,2.48
S00789_D045,23,Other,Sedentary,45,5.97256604147249,4,5.348665795358116,4.37131441244878,62,3.759466345805601,1.4206541583465495,0.75,1.66,2.1,5.67,3.95
S00789_D090,23,Other,Sedentary,90,4.28309583097757,8,2.938949139489954,2.076532792330935,4,5.255583434070532,2.874185709299606,2.72,5.62,-0.36,4.43,5.18
S00789_D182,23,Other,Sedentary,182,5.931078596670624,7,3.9308794463794365,5.2184080993074815,44,3.2150810734094732,2.8990078545120186,1.78,6.68,-3.46,5.72,6.73
S00789_D365,23,Other,Sedentary,365,7.49259921653823,9,3.424285643401329,3.041270887509134,59,4.021313552498511,2.7661751311570777,2.63,7.74,-3.72,7.05,6.86
S00790_D003,20,Female,Night Owl,3,3.6826840086969086,4,3.778563142502485,2.5033186793868003,32,6.269255086161395,1.9136771073549983,1.06,-0.36,6.63,3.75,1.69
S00790_D007,20,Female,Night Owl,7,5.575107736358185,6,3.84856384835164,2.031587163841582,79,8.948128555627061,2.3291296079824937,1.56,-0.62,9.57,5.22,0.22
S00790_D014,20,Female,Night Owl,14,4.678163948184627,4,5.449557936854606,5.188715399845092,67,4.948438337542515,2.2897317516911455,0.73,1.34,3.61,4.48,3.2
S00790_D021,20,Female,Night Owl,21,5.629210534035946,3,4.322277792421722,3.848578161540522,68,6.400444690603579,1.8619470893487908,0.69,-1.54,7.94,5.33,1.03
S00790_D030,20,Female,Night Owl,30,6.147024982842719,8,6.293206201034611,1.7172983663902675,3,5.157254647075263,2.4380647070176495,1.27,5.28,-0.12,6.12,5.06
S00790_D045,20,Female,Night Owl,45,4.860527637824138,6,2.8169492814085246,2.9611381360480538,36,6.585610622561559,2.583001163216433,2.13,2.0,4.59,4.79,2.71
S00790_D090,20,Female,Night Owl,90,5.811532541382166,8,4.61846726164506,2.453463822396639,42,3.714993348330321,2.441957966202797,1.73,6.73,-3.02,5.62,6.51
S00790_D182,20,Female,Night Owl,182,7.490477492409266,5,1.4972518768337726,2.7273821031528906,16,5.807597304773111,3.507612359648836,3.34,2.7,3.11,7.26,3.45
S00790_D365,20,Female,Night Owl,365,6.518210420091515,7,5.640956687795347,1.035386831362683,60,3.429238921308244,3.0983053947201924,1.24,6.67,-3.24,6.17,6.62
S00791_D003,24,Female,Sedentary,3,6.516610672518601,3,5.021428789076434,2.322206824374868,101,6.637026888446097,1.2666521285680306,0.6,-2.37,9.01,5.96,0.5
S00791_D007,24,Female,Sedentary,7,7.080189113891971,7,1.9921159222990545,1.7777645554993708,54,6.017986887494168,1.6168107427516303,3.51,2.6,3.42,6.7,3.29
S00791_D014,24,Female,Sedentary,14,6.72339435393092,8,3.9346725624381094,2.0378614036544165,72,3.9938237378441572,2.2669982820317,2.03,6.27,-2.28,6.29,6.14
S00791_D021,24,Female,Sedentary,21,8.800676346265089,5,3.1468263741042604,4.157047025522638,28,7.691732931017068,2.6124742497822666,1.59,-0.08,7.77,8.38,1.11
S00791_D030,24,Female,Sedentary,30,6.587503909564796,4,5.846127883078426,3.183220040804859,33,5.321795047025112,2.7786551065799205,0.68,1.46,3.86,6.36,3.07
S00791_D045,24,Female,Sedentary,45,6.481800105460221,10,3.819198427998556,2.626200864089239,45,5.2242792251106085,2.3948246257416224,2.62,7.17,-1.95,6.21,5.97
S00791_D090,24,Female,Sedentary,90,6.145524024211662,6,4.2173369275332995,2.6747995895041927,24,3.1042456586926956,2.5814757689471675,1.42,5.48,-2.38,6.01,6.19
S00791_D182,24,Female,Sedentary,182,5.903718450129105,6,1.532037187222627,3.126960238635895,26,3.3638297387102876,2.6677282890450367,3.92,5.3,-1.94,5.78,5.97
S00791_D365,24,Female,Sedentary,365,5.144161593840214,7,4.107229085359053,4.462012219639076,25,7.074906608690275,2.111904875909085,1.7,2.04,5.03,5.1,2.48
S00792_D003,20,Male,Energy Drink Addict,3,5.266538202160449,3,3.933522916724413,2.213817194326298,82,7.802327177743017,0.801649919693202,0.76,-4.0,11.8,4.93,-0.9
S00792_D007,20,Male,Energy Drink Addict,7,6.030172745678836,8,5.348494484361781,3.379718912541951,62,8.15734220003123,1.163322276546249,1.5,1.01,7.15,5.72,1.43
S00792_D014,20,Male,Energy Drink Addict,14,5.817610771660994,4,4.682816029118169,1.6338837159756978,49,5.660562558018676,1.9866494363058753,0.85,0.33,5.33,5.59,2.33
S00792_D021,20,Male,Energy Drink Addict,21,7.966639489898106,3,4.408918579898522,2.590982070939277,47,3.800639369136993,2.35561157138024,0.68,1.55,2.25,7.53,3.87
S00792_D030,20,Male,Energy Drink Addict,30,5.932931543476168,3,5.038456956859764,3.216245232327423,39,7.122711995417582,2.9741391187999513,0.6,-1.15,8.27,5.74,0.86
S00792_D045,20,Male,Energy Drink Addict,45,5.6681653129445,10,3.90828164356612,2.462667373680101,41,4.675997082932697,2.2603238785032485,2.56,7.58,-2.9,5.5,6.45
S00792_D090,20,Male,Energy Drink Addict,90,6.170101679935462,9,4.881864152161746,1.6345803377488926,14,5.665982150302394,2.849899480230874,1.84,6.18,-0.51,6.08,5.26
S00792_D182,20,Male,Energy Drink Addict,182,5.470774220270386,4,1.5681301950917685,2.041404683342996,51,3.4003034595408352,2.53055345703442,2.55,3.13,0.27,5.27,4.86
S00792_D365,20,Male,Energy Drink Addict,365,5.740655108141439,9,2.8679543494275843,3.5709521337780727,21,4.479163359632595,3.232496938197544,3.14,7.75,-3.27,5.66,6.64
S00793_D003,24,Female,Occasional Drinker,3,7.537157898140743,1,4.749881495644255,2.280840697443248,67,6.312143946256244,2.3449786709332305,0.21,-2.97,9.28,7.05,0.36
S00793_D007,24,Female,Occasional Drinker,7,6.134626605790331,7,4.392620517214236,3.1577163134810053,47,4.943934390138112,1.8086964248876503,1.59,3.86,1.08,5.89,4.46
S00793_D014,24,Female,Occasional Drinker,14,5.519240470046259,3,3.0487628339325803,1.3679034964770143,60,7.425857468718492,2.3081642543835557,0.98,-2.12,9.55,5.27,0.23
S00793_D021,24,Female,Occasional Drinker,21,6.818533429689955,5,4.279399924508814,3.003256840170584,23,7.320092175970173,0.49010871357481545,1.17,-1.83,9.15,6.62,0.42
S00793_D030,24,Female,Occasional Drinker,30,6.199217214076739,6,6.1377038621719695,3.1872357276477303,68,2.3254861992701565,1.8962623763871909,0.98,5.57,-3.24,5.84,6.62
S00793_D045,24,Female,Occasional Drinker,45,4.977252496969574,9,5.354210062631093,3.064225718362141,24,3.200183179804016,2.499954905663671,1.68,8.3,-5.1,4.96,7.55
S00793_D090,24,Female,Occasional Drinker,90,6.113834505826742,7,5.368544102022197,4.223663389926509,27,3.4436270865283936,2.6704060738601054,1.3,6.23,-2.79,5.97,6.39
S00793_D182,24,Female,Occasional Drinker,182,7.516991376856675,5,0.8237410601449024,3.705538977807351,60,3.4203045844513866,2.743134618500192,6.07,4.32,-0.9,7.07,5.45
S00793_D365,24,Female,Occasional Drinker,365,6.403717704104398,10,3.273633058718433,2.704592068936398,56,4.712192799152927,2.9768397683123213,3.05,8.26,-3.55,6.08,6.77
S00794_D003,22,Male,Night Owl,3,7.429790048686801,5,6.436310151637216,3.7991693115597016,46,5.4143864523862035,1.4731867697605983,0.78,1.06,4.35,7.06,2.82
S00794_D007,22,Male,Night Owl,7,5.267802611093265,5,2.1962861450926354,2.2486637150683664,50,4.1906257932216615,2.470599594591736,2.28,3.28,0.91,5.09,4.54
S00794_D014,22,Male,Night Owl,14,6.347298486268373,2,5.3139081753718775,4.36527496521229,17,5.886147127916601,2.0795077058443927,0.38,-1.81,7.7,6.23,1.15
S00794_D021,22,Male,Night Owl,21,5.4955235954272785,8,4.684222230199485,1.7791002740561046,38,4.73011632662797,1.3424201727909502,1.71,4.61,0.12,5.36,4.94
S00794_D030,22,Male,Night Owl,30,6.099969889582068,5,4.75818672941409,4.909286496102737,34,6.5892493811941275,2.720567941321276,1.05,1.13,5.46,5.92,2.27
S00794_D045,22,Male,Night Owl,45,6.338615466255014,10,4.689612682115837,1.4604584901349789,57,6.186294793772412,2.248417575982808,2.13,6.06,0.13,6.02,4.94
S00794_D090,22,Male,Night Owl,90,7.7627597109134205,9,2.9199740920137947,2.697042313002638,67,6.499069425004128,1.6015757364309948,3.08,4.1,2.4,7.25,3.8
S00794_D182,22,Male,Night Owl,182,5.869625936330797,6,5.126399256025905,2.777466720609109,32,5.281161949867507,3.35848352844486,1.17,4.08,1.2,5.72,4.4
S00794_D365,22,Male,Night Owl,365,6.4865734101592984,5,4.238709056205249,6.0,24,1.635204112087985,3.3319391111440373,1.18,6.7,-5.06,6.32,7.53
S00795_D003,18,Other,Non-Smoker,3,6.256845912118058,7,4.168076552256661,2.608900329409542,52,6.545150464282727,1.298286844210355,1.68,1.75,4.8,5.97,2.6
S00795_D007,18,Other,Non-Smoker,7,5.980449024708751,6,3.7565252099560005,1.0419714965447997,23,4.262220650664689,1.8109696892108342,1.6,3.55,0.71,5.87,4.64
S00795_D014,18,Other,Non-Smoker,14,6.23235080223295,7,3.924373445275533,3.8596040280500428,74,6.6410802700494855,1.0383514554535114,1.78,1.4,5.24,5.84,2.38
S00795_D021,18,Other,Non-Smoker,21,6.89912857574957,8,5.138196165119129,3.308860398941892,73,3.9103960519720085,1.2873466152665531,1.56,5.38,-1.47,6.44,5.73
S00795_D030,18,Other,Non-Smoker,30,5.695201042350194,8,6.967384730690231,3.3689513786115755,36,4.28480714289776,1.129993899522113,1.15,4.85,-0.57,5.55,5.28
S00795_D045,18,Other,Non-Smoker,45,6.119245507205292,4,5.125961628612543,2.8205924861142413,21,4.209918865871291,2.1199141127442096,0.78,1.91,2.3,6.0,3.85
S00795_D090,18,Other,Non-Smoker,90,7.218627872964367,7,7.610165206293447,2.384356047213833,42,5.5054598968553154,1.6284440560650877,0.92,3.12,2.39,6.89,3.81
S00795_D182,18,Other,Non-Smoker,182,5.292691717733931,6,6.1135979594590655,1.0697484519593186,17,4.836455422145525,2.648735047213085,0.98,3.81,1.03,5.28,4.49
S00795_D365,18,Other,Non-Smoker,365,6.308146864152177,7,4.356355373010986,2.202695766337886,25,2.161921763738624,2.7649298055917817,1.61,7.6,-5.44,6.15,7.72
S00796_D003,24,Male,Energy Drink Addict,3,6.166185922537989,6,3.2469574547899906,0.7776879825511358,66,5.32682485927136,1.5674054235075572,1.85,2.24,3.09,5.82,3.46
S00796_D007,24,Male,Energy Drink Addict,7,8.588995571536813,5,4.918629243189699,2.6392694253192857,30,5.138994379746764,1.6470351005475725,1.02,1.51,3.63,8.18,3.19
S00796_D014,24,Male,Energy Drink Addict,14,5.730839828277319,9,5.688114457118466,3.807332342487193,22,6.298894134798293,1.4021117479084173,1.58,4.1,2.2,5.65,3.9
S00796_D021,24,Male,Energy Drink Addict,21,7.055893795759721,6,5.665370855859746,1.9821351918589318,40,6.981843511011136,1.2883831363169729,1.06,0.31,6.67,6.75,1.66
S00796_D030,24,Male,Energy Drink Addict,30,5.902602150853013,5,2.4664273288252745,3.7163270065516514,35,6.895983806663272,2.615653769841791,2.03,0.72,6.18,5.74,1.91
S00796_D045,24,Male,Energy Drink Addict,45,5.8412192179057,7,5.77176886693959,2.476925963569565,53,5.699923142410321,2.7297745800962674,1.21,4.03,1.67,5.59,4.17
S00796_D090,24,Male,Energy Drink Addict,90,4.771169191340004,7,3.1233177001922536,4.364178492740945,33,2.8004663900748055,2.21894570007635,2.24,6.42,-3.62,4.73,6.81
S00796_D182,24,Male,Energy Drink Addict,182,7.167659407230825,10,2.363645177191218,3.6897914955994136,42,3.46595900745038,2.824671744137704,4.23,9.36,-5.89,6.84,7.95
S00796_D365,24,Male,Energy Drink Addict,365,6.445230653925446,7,3.1827417662425486,2.070990590421896,50,4.46025141833967,4.316968407145308,2.2,6.86,-2.4,6.15,6.2
S00797_D003,20,Male,Smoker,3,5.999160714361773,3,3.879589559820554,0.8848640739696421,70,5.925777749020821,0.9922968904854537,0.77,-1.93,7.86,5.65,1.07
S00797_D007,20,Male,Smoker,7,7.899576562988568,4,5.972185363343749,1.5645147881703525,55,6.219775782609819,1.8269643893813443,0.67,-0.39,6.61,7.43,1.7
S00797_D014,20,Male,Smoker,14,7.453025334436009,7,2.288807836576742,1.4138549577460764,24,5.009016260855871,1.0017288964386029,3.06,2.99,2.02,7.19,3.99
S00797_D021,20,Male,Smoker,21,6.465093110128873,8,5.119728383997792,2.804557382763175,43,3.869100240839154,1.8174725624194017,1.56,5.95,-2.08,6.2,6.04
S00797_D030,20,Male,Smoker,30,6.614997530386165,9,3.2321576923825024,1.6176885097822993,25,7.3297254289788025,2.782536422253694,2.78,4.45,2.88,6.43,3.56
S00797_D045,20,Male,Smoker,45,5.371393881740006,6,5.016143823979028,2.808293999702118,56,6.673248103359342,2.450098368996198,1.2,1.78,4.89,5.15,2.55
S00797_D090,20,Male,Smoker,90,7.456854059029831,5,5.667462732808101,2.1865793393286657,27,4.288445600695306,2.663882379375602,0.88,3.38,0.91,7.18,4.55
S00797_D182,20,Male,Smoker,182,7.0224884160642,10,3.055497834863415,2.3635159165682165,47,3.893046365000985,3.0688642987164916,3.27,9.18,-5.29,6.69,7.64
S00797_D365,20,Male,Smoker,365,6.775323307384491,7,1.0856639187096104,4.249394544229901,8,5.349753284321586,1.8049640802699995,6.45,3.46,1.89,6.66,4.06
S00798_D003,19,Other,Smoker,3,5.751481331483588,6,3.7893464333286957,1.3642183274592021,105,10.0,1.6200629739794699,1.58,-2.38,12.38,5.25,-1.19
S00798_D007,19,Other,Smoker,7,7.880297952558156,5,2.1324851012973136,2.7681603453796417,60,5.347980682920133,1.385885781287232,2.34,1.04,4.31,7.39,2.85
S00798_D014,19,Other,Smoker,14,5.932825394645235,8,5.919927698542574,4.018717200792918,35,5.634766346635829,3.0549834654562655,1.35,5.42,0.21,5.76,4.89
S00798_D021,19,Other,Smoker,21,5.695169651253715,8,1.6233700360006527,1.9579095865218679,84,4.95369544580177,2.3548656230301885,4.93,5.4,-0.45,5.31,5.22
S00798_D030,19,Other,Smoker,30,7.145237364959796,7,7.160971708759442,1.8857040011524486,5,7.835698497146579,3.0363302940104386,0.98,2.2,5.64,7.01,2.18
S00798_D045,19,Other,Smoker,45,6.675241676363597,7,5.887375052942113,2.360148281159072,54,4.591898455730735,2.5733623559270584,1.19,4.98,-0.39,6.34,5.19
S00798_D090,19,Other,Smoker,90,5.21857839881764,8,5.556072851048468,4.155974961715036,71,3.013573560927654,2.7880806490703987,1.44,7.77,-4.76,4.94,7.38
S00798_D182,19,Other,Smoker,182,6.476976900750909,6,4.773927347305171,1.747723250424508,48,2.8724460091663873,2.0838158380718728,1.26,5.21,-2.34,6.19,6.17
S00798_D365,19,Other,Smoker,365,6.504662597211199,6,5.535413213953467,1.7199372007391982,74,1.7340299434910968,3.6228667206223535,1.08,7.89,-6.16,6.08,8.08
S00799_D003,22,Female,Sedentary,3,6.850037428513317,5,1.1499983959787965,2.8729100378791776,59,6.427465127118924,1.041307870538757,4.35,-0.39,6.82,6.47,1.59
S00799_D007,22,Female,Sedentary,7,5.5631842385908294,4,6.120872964013469,3.5851989388083565,69,7.357175841290623,1.9657507798327347,0.65,-1.39,8.75,5.26,0.63
S00799_D014,22,Female,Sedentary,14,5.994283670614144,5,5.484422764200321,2.567169846875147,52,2.830261552976807,1.7797319716076807,0.91,3.95,-1.12,5.73,5.56
S00799_D021,22,Female,Sedentary,21,7.292146797450826,3,5.48301978441883,2.921528571111789,57,8.201925219390684,2.4503188002371195,0.55,-2.75,10.95,6.88,-0.48
S00799_D030,22,Female,Sedentary,30,6.680781009248855,6,6.862073801277087,3.494137308841302,79,4.936892701346455,1.6458543969544506,0.87,2.71,2.23,6.22,3.89
S00799_D045,22,Female,Sedentary,45,6.03523823798756,8,1.4787799098049668,0.658410684224433,33,4.4055989580364425,1.757716803687737,5.41,5.35,-0.94,5.87,5.47
S00799_D090,22,Female,Sedentary,90,7.43702116733931,9,5.533361469774719,4.672696201869102,11,3.0780222077456507,2.6590926502849963,1.63,8.58,-5.5,7.24,7.75
S00799_D182,22,Female,Sedentary,182,6.4512896201273895,9,4.578219802656699,4.05699048106531,41,6.153952016127745,3.7978928006778947,1.97,6.64,-0.49,6.2,5.24
S00799_D365,22,Female,Sedentary,365,5.716347678663889,5,4.1369773675541515,2.316564082332027,15,1.039959739478184,3.924356451698686,1.21,7.88,-6.84,5.67,8.42
S00800_D003,18,Male,Early Riser,3,5.049312898265629,3,8.42743725647816,1.9725608849006764,42,6.871891852496298,2.3548346427028264,0.36,-1.52,8.39,4.93,0.8
S00800_D007,18,Male,Early Riser,7,6.491405120757414,7,4.51042869918791,2.2324956285789703,45,7.387704862882751,0.724763944496414,1.55,0.34,7.05,6.22,1.48
S00800_D014,18,Male,Early Riser,14,4.8979322730359565,8,3.3074467246434933,2.550704732625425,51,6.469120845800437,2.7175673391270743,2.42,4.25,2.22,4.75,3.89
S00800_D021,18,Male,Early Riser,21,7.537437456702775,6,6.364279359396634,2.7994762265226907,53,3.9942303173418683,2.1040133728243555,0.94,4.11,-0.12,7.12,5.06
S00800_D030,18,Male,Early Riser,30,5.960894139092496,8,5.7414974963622045,2.2165752263579375,65,4.803676392543442,2.176023631602487,1.39,5.37,-0.57,5.64,5.28
S00800_D045,18,Male,Early Riser,45,5.790651625119944,6,6.25379969105603,1.6641624157144745,48,3.8452605011044065,2.752597680591122,0.96,4.91,-1.06,5.57,5.53
S00800_D090,18,Male,Early Riser,90,6.797109487573727,5,7.374350686269304,2.8486888513893502,0,3.5687786535504973,2.054034051103663,0.68,3.49,0.08,6.72,4.96
S00800_D182,18,Male,Early Riser,182,8.031644200779915,5,3.1140923578931514,1.5380389371193202,19,4.6652977819259185,3.7664793890240604,1.61,4.1,0.57,7.73,4.72
S00800_D365,18,Male,Early Riser,365,6.291925085975451,6,5.656871116726154,1.330496715144062,24,5.024982679786554,3.0222725655134806,1.06,4.0,1.02,6.14,4.49
S00801_D003,23,Male,Athlete,3,7.073136883928831,7,3.2044761315911123,3.334204263124369,46,4.768681825282108,1.2631864337560195,2.18,3.49,1.28,6.74,4.36
S00801_D007,23,Male,Athlete,7,7.3457468334895175,5,4.676424652818357,3.7470704711808773,56,4.60839453381166,1.108486496059209,1.07,1.5,3.11,6.93,3.45
S00801_D014,23,Male,Athlete,14,7.593987351675028,6,6.112718139129546,2.6903667033943295,36,4.468872942327512,1.6702590646192867,0.98,3.2,1.27,7.25,4.37
S00801_D021,23,Male,Athlete,21,7.013222131731623,5,3.449139012964742,3.448394289433134,58,6.076888658891591,2.1288244075145974,1.45,1.05,5.03,6.62,2.49
S00801_D030,23,Male,Athlete,30,6.3072226672807155,6,4.067523743559387,2.449178599014809,31,4.003475029376158,1.8167210186085674,1.48,3.81,0.19,6.12,4.9
S00801_D045,23,Male,Athlete,45,5.067388087473293,10,4.924362849183434,3.478892205466511,54,3.0754014830679313,2.9813007546821697,2.03,9.91,-6.83,4.89,8.42
S00801_D090,23,Male,Athlete,90,5.234552400930462,3,3.707564435685642,3.7550112593276355,39,8.631122454382929,3.04948360587736,0.81,-2.58,11.21,5.12,-0.61
S00801_D182,23,Male,Athlete,182,5.147008791913793,10,3.6206453219499575,1.935544691323738,2,6.599552825423901,2.4656978590658984,2.76,5.87,0.73,5.22,4.64
S00801_D365,23,Male,Athlete,365,5.815206062984542,8,5.121054063372285,1.9704769047490727,29,7.123595319892489,2.678821876762131,1.56,3.56,3.56,5.69,3.22
S00802_D003,17,Male,Non-Smoker,3,7.1938736369529135,9,4.467485053214019,1.3966346509332062,31,6.93589125025961,2.4633025637230412,2.01,4.53,2.41,6.92,3.8
S00802_D007,17,Male,Non-Smoker,7,6.548448097013783,9,3.4698335133314404,2.1231135873386227,50,8.234879488026586,1.8521267604217073,2.59,2.62,5.61,6.24,2.19
S00802_D014,17,Male,Non-Smoker,14,5.149407700969456,1,2.3101885564345856,2.5516194675508204,14,4.9391654868872985,1.4283946421348124,0.43,-2.51,7.45,5.16,1.28
S00802_D021,17,Male,Non-Smoker,21,7.000509828468072,5,2.4317308004673635,1.9859253435169424,31,5.005845266755504,2.8546685342357287,2.06,2.85,2.16,6.75,3.92
S00802_D030,17,Male,Non-Smoker,30,6.221720424597524,6,5.116625323584587,2.994132600647658,67,4.1996462901453135,2.65787890168608,1.17,4.46,-0.26,5.86,5.13
